[1, [5566, 584, 114, 34, 550, 155, 5.249, 0.224, 16, 0.003, 0, 5.168, 4.676, 107, 0.183, 0.142, 0.0, 0.0, 0.0, 0.007, 0.0, 0.0, 0.033]]
[1, [3032, 290, 21, 0, 290, 98, 4.904, 0.273, 84, 0.028, 0, 4.811, 0, 86, 0.297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01]]
[1, [245, 24, 2, 0, 24, 8, 4.638, 0.267, 8, 0.033, 0, 4.543, 0, 8, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[1, [7434, 511, 4, 0, 511, 240, 5.444, 0.859, 10, 0.001, 0, 5.833, 0, 177, 0.346, 0.0, 0.0, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0]]
[1, [8054, 934, 107, 0, 934, 276, 5.285, 0.502, 68, 0.008, 0, 5.604, 0, 147, 0.157, 0.089, 0.0, 0.012, 0.0, 0.0, 0.0, 0.0, 0.001]]
[1, [2369, 352, 17, 0, 352, 126, 5.223, 0.251, 32, 0.014, 0, 5.1, 0, 82, 0.233, 0.017, 0.0, 0.048, 0.0, 0.003, 0.0, 0.0, 0.003]]
[1, [3339, 379, 13, 0, 379, 103, 5.765, 0.363, 18, 0.005, 0, 5.669, 0, 89, 0.235, 0.013, 0.0, 0.098, 0.0, 0.0, 0.0, 0.0, 0.008]]
[1, [1276, 118, 17, 5, 113, 35, 5.156, 0.209, 3, 0.002, 0, 5.099, 4.911, 19, 0.161, 0.068, 0.0, 0.0, 0.008, 0.017, 0.0, 0.0, 0.025]]
[1, [1862, 144, 6, 0, 144, 1, 4.934, 0.278, 15, 0.008, 0, 4.9, 0, 21, 0.146, 0.0, 0.0, 0.0, 0.0, 0.021, 0.021, 0.0, 0.007]]
[1, [5852, 875, 145, 5, 870, 248, 5.154, 0.697, 18, 0.003, 1, 5.432, 4.234, 350, 0.4, 0.101, 0.001, 0.168, 0.0, 0.005, 0.001, 0.0, 0.013]]
[1, [9538, 353, 70, 0, 353, 85, 5.302, 2.27, 10, 0.001, 0, 5.268, 0, 143, 0.405, 0.19, 0.0, 0.187, 0.0, 0.003, 0.0, 0.0, 0.0]]
[1, [1461, 157, 30, 3, 154, 68, 4.557, 0.217, 10, 0.007, 0, 5.156, 4.446, 51, 0.325, 0.025, 0.0, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]]
[1, [7131, 1071, 51, 0, 1071, 258, 5.763, 0.701, 37, 0.005, 0, 5.678, 0, 67, 0.063, 0.003, 0.0, 0.022, 0.0, 0.0, 0.0, 0.0, 0.068]]
[1, [13680, 1721, 195, 54, 1667, 516, 5.77, 0.734, 61, 0.004, 0, 5.626, 5.319, 87, 0.051, 0.001, 0.0, 0.013, 0.0, 0.0, 0.0, 0.0, 0.22]]
[1, [711, 72, 10, 0, 72, 24, 5.003, 0.222, 12, 0.017, 0, 4.908, 0, 15, 0.208, 0.056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028]]
[1, [15522, 1587, 198, 0, 1587, 403, 5.617, 0.676, 19, 0.001, 0, 5.537, 0, 910, 0.573, 0.742, 0.0, 0.024, 0.0, 0.0, 0.0, 0.0, 0.003]]
[1, [86057, 9519, 1266, 370, 9149, 2176, 5.128, 0.473, 727, 0.008, 13, 5.429, 4.752, 1745, 0.183, 0.072, 0.001, 0.017, 0.0, 0.0, 0.0, 0.0, 0.004]]
[1, [21243, 2792, 614, 0, 2792, 683, 5.154, 0.279, 236, 0.011, 0, 5.191, 2.236, 546, 0.196, 0.096, 0.0, 0.013, 0.0, 0.0, 0.001, 0.0, 0.022]]
[1, [3538, 416, 10, 0, 416, 118, 5.75, 0.428, 18, 0.005, 0, 5.647, 0, 100, 0.24, 0.002, 0.0, 0.101, 0.0, 0.0, 0.0, 0.0, 0.007]]
[1, [2775, 286, 19, 0, 286, 76, 5.174, 0.39, 76, 0.027, 0, 5.096, 0, 73, 0.255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[1, [4765, 725, 8, 0, 725, 411, 4.872, 1.215, 95, 0.02, 0, 5.056, 0, 138, 0.19, 0.0, 0.0, 0.072, 0.0, 0.0, 0.0, 0.003, 0.006]]
[1, [20131, 4842, 9, 2, 4840, 97, 3.755, 7.788, 21, 0.001, 0, 3.651, 0.854, 31, 0.006, 0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001]]
[1, [5657, 677, 65, 0, 677, 217, 5.649, 0.551, 28, 0.005, 0, 5.569, 0, 105, 0.155, 0.006, 0.0, 0.012, 0.0, 0.0, 0.0, 0.0, 0.028]]
[1, [1315, 161, 34, 0, 161, 14, 5.318, 0.524, 9, 0.007, 1, 5.263, 0, 98, 0.609, 0.534, 0.0, 0.106, 0.0, 0.006, 0.006, 0.0, 0.025]]
[1, [12626, 1592, 216, 0, 1592, 543, 5.39, 0.173, 235, 0.019, 0, 5.241, 2.688, 187, 0.117, 0.02, 0.0, 0.009, 0.0, 0.006, 0.004, 0.0, 0.011]]
[1, [58, 14, 2, 0, 14, 6, 4.099, 0.375, 0, 0.0, 0, 3.992, 0, 2, 0.143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.143]]
[1, [8204, 944, 12, 0, 944, 112, 5.438, 0.435, 53, 0.006, 0, 5.51, 0, 558, 0.591, 0.001, 0.047, 0.51, 0.0, 0.0, 0.0, 0.0, 0.002]]
[1, [3352, 380, 13, 0, 380, 103, 5.76, 0.366, 18, 0.005, 0, 5.665, 0, 89, 0.234, 0.013, 0.0, 0.097, 0.0, 0.0, 0.0, 0.0, 0.008]]
[1, [23975, 2995, 704, 0, 2995, 1307, 5.216, 0.065, 9, 0.0, 0, 5.084, 1.0, 1221, 0.408, 0.055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[1, [18625, 1375, 90, 25, 1350, 232, 5.943, 0.63, 396, 0.021, 0, 5.88, 5.853, 569, 0.414, 0.112, 0.016, 0.215, 0.0, 0.001, 0.001, 0.001, 0.004]]
[1, [6944, 785, 46, 43, 742, 203, 4.33, 0.233, 14, 0.002, 0, 5.032, 5.152, 126, 0.161, 0.009, 0.004, 0.024, 0.0, 0.001, 0.0, 0.0, 0.004]]
[1, [13795, 1804, 339, 0, 1804, 890, 5.203, 0.084, 10, 0.001, 0, 5.059, 1.0, 761, 0.422, 0.054, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001]]
