[0, [4736, 520, 50, 9, 511, 156, 5.162, 0.233, 81, 0.017, 1, 5.161, 4.864, 121, 0.233, 0.008, 0.0, 0.023, 0.0, 0.0, 0.0, 0.0, 0.029]]
[0, [143757, 15609, 555, 3005, 12604, 3834, 4.972, 0.276, 12340, 0.086, 0, 5.107, 3.873, 2286, 0.146, 0.019, 0.0, 0.032, 0.0, 0.0, 0.0, 0.0, 0.006]]
[0, [524, 48, 4, 0, 48, 16, 4.761, 0.28, 16, 0.031, 0, 4.671, 0, 16, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[0, [900, 91, 39, 0, 91, 22, 5.142, 0.283, 18, 0.02, 1, 4.86, 1.585, 18, 0.198, 0.0, 0.0, 0.0, 0.0, 0.011, 0.0, 0.0, 0.0]]
[0, [2587, 240, 20, 0, 240, 80, 4.754, 0.283, 80, 0.031, 0, 4.664, 0, 80, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[0, [60295, 9013, 543, 863, 8150, 2561, 4.538, 0.288, 226, 0.004, 0, 4.792, 4.797, 1321, 0.147, 0.034, 0.001, 0.014, 0.0, 0.0, 0.0, 0.0, 0.013]]
[0, [39388, 4566, 550, 283, 4283, 1303, 5.247, 0.641, 482, 0.012, 0, 5.412, 4.214, 999, 0.219, 0.083, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.003]]
[0, [7600, 880, 129, 12, 868, 301, 5.111, 0.241, 70, 0.009, 3, 5.17, 3.762, 159, 0.181, 0.025, 0.0, 0.011, 0.0, 0.003, 0.003, 0.0, 0.014]]
[0, [102680, 12070, 1050, 1240, 10830, 3583, 4.858, 0.265, 688, 0.007, 0, 5.174, 4.778, 1340, 0.111, 0.018, 0.001, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003]]
[0, [81608, 8784, 593, 715, 8069, 2215, 4.907, 0.286, 502, 0.006, 2, 5.259, 4.569, 1570, 0.179, 0.056, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.002]]
[0, [24545, 3085, 957, 195, 2890, 767, 5.056, 0.18, 96, 0.004, 0, 5.021, 4.34, 963, 0.312, 0.154, 0.0, 0.011, 0.0, 0.0, 0.0, 0.0, 0.003]]
